id_linha,circular,letreiro_numerico,sentido,tipo_letreiro,terminal_principal,terminal_secundario
379,False,2666,1,21,TERM. PQ. D. PEDRO II,JD. CAMARGO VELHO
33147,False,2666,2,21,TERM. PQ. D. PEDRO II,JD. CAMARGO VELHO
383,False,2678,1,10,TERM. PQ. D. PEDRO II,OLIVEIRINHA
33151,False,2678,2,10,TERM. PQ. D. PEDRO II,OLIVEIRINHA
387,False,2678,1,41,TERM. PQ. D. PEDRO II,JD. CAMARGO NOVO
33155,False,2678,2,41,TERM. PQ. D. PEDRO II,JD. CAMARGO NOVO
914,False,2702,1,10,METRÔ ARTUR ALVIM,VL. AMERICANA
33682,False,2702,2,10,METRÔ ARTUR ALVIM,VL. AMERICANA
1526,False,2702,1,21,METRÔ ARTUR ALVIM,JD. PEDRO JOSÉ NUNES
34294,False,2702,2,21,METRÔ ARTUR ALVIM,JD. PEDRO JOSÉ NUNES
915,False,2703,1,10,METRÔ ITAQUERA,JD. ETELVINA
33683,False,2703,2,10,METRÔ ITAQUERA,JD. ETELVINA
1527,False,2703,1,21,METRÔ ITAQUERA,JD. ETELVINA
34295,False,2703,2,21,METRÔ ITAQUERA,JD. ETELVINA
1809,False,2703,1,22,METRÔ ITAQUERA,JD. GIANETTI
34577,False,2703,2,22,METRÔ ITAQUERA,JD. GIANETTI
916,False,2704,1,10,METRÔ ITAQUERA,JD. ROBRU
33684,False,2704,2,10,METRÔ ITAQUERA,JD. ROBRU
917,False,2705,1,10,METRÔ ITAQUERA,JD. FANGANIELO
33685,False,2705,2,10,METRÔ ITAQUERA,JD. FANGANIELO
919,False,2707,1,10,METRÔ ITAQUERA,CHABILÂNDIA
33687,False,2707,2,10,METRÔ ITAQUERA,CHABILÂNDIA
920,False,2707,1,31,METRÔ ITAQUERA,CHABILÂNDIA
33688,False,2707,2,31,METRÔ ITAQUERA,CHABILÂNDIA
921,False,2708,1,10,METRÔ ITAQUERA,JD. LAJEADO
33689,False,2708,2,10,METRÔ ITAQUERA,JD. LAJEADO
922,True,2709,1,10,VL. UNIÃO,METRÔ PATRIARCA
33690,True,2709,2,10,VL. UNIÃO,METRÔ PATRIARCA
923,True,2709,1,31,VL. UNIÃO,METRÔ PATRIARCA
33691,True,2709,2,31,VL. UNIÃO,METRÔ PATRIARCA
924,True,2710,1,10,BURGO PAULISTA,METRÔ PATRIARCA
33692,True,2710,2,10,BURGO PAULISTA,METRÔ PATRIARCA
1654,True,2710,1,31,TERM. A. E. CARVALHO,METRÔ PATRIARCA
34422,True,2710,2,31,TERM. A. E. CARVALHO,METRÔ PATRIARCA
925,False,2711,1,10,METRÔ PATRIARCA,PONTE RASA
33693,False,2711,2,10,METRÔ PATRIARCA,PONTE RASA
926,True,2712,1,10,SHOP. METRÔ ITAQUERA,JD. SÃO NICOLAU
33694,True,2712,2,10,SHOP. METRÔ ITAQUERA,JD. SÃO NICOLAU
220,True,2713,1,10,CHÁC. BELA VISTA,METRÔ PENHA
32988,True,2713,2,10,CHÁC. BELA VISTA,METRÔ PENHA
927,True,2714,1,10,VL. RUI BARBOSA,METRÔ VL. MATILDE
33695,True,2714,2,10,VL. RUI BARBOSA,METRÔ VL. MATILDE
928,False,2715,1,10,METRÔ PATRIARCA,VL. SÍLVIA
33696,False,2715,2,10,METRÔ PATRIARCA,VL. SÍLVIA
929,False,2716,1,10,METRÔ PENHA,CHÁC. CRUZ. DO SUL
33697,False,2716,2,10,METRÔ PENHA,CHÁC. CRUZ. DO SUL
930,True,2717,1,10,CANGAÍBA,METRÔ GUILHERMINA/ESPERANÇA
33698,True,2717,2,10,CANGAÍBA,METRÔ GUILHERMINA/ESPERANÇA
931,False,2718,1,10,METRÔ PENHA,VL. SÍLVIA
33699,False,2718,2,10,METRÔ PENHA,VL. SÍLVIA
932,False,2719,1,10,METRÔ VL. MATILDE,ERMELINO MATARAZZO
33700,False,2719,2,10,METRÔ VL. MATILDE,ERMELINO MATARAZZO
702,False,271A,1,10,METRÔ SANTANA,TERM. PENHA
33470,False,271A,2,10,METRÔ SANTANA,TERM. PENHA
703,False,271A,1,51,METRÔ SANTANA,CANGAÍBA
33471,False,271A,2,51,METRÔ SANTANA,CANGAÍBA
682,True,271C,1,10,TERM. PRINC. ISABEL - CIRCULAR,PQ. VL. MARIA
33450,True,271C,2,10,TERM. PRINC. ISABEL - CIRCULAR,PQ. VL. MARIA
683,False,271F,1,10,METRÔ BELÉM     ,CENTER NORTE
33451,False,271F,2,10,METRÔ BELÉM     ,CENTER NORTE
684,False,271M,1,10,METRÔ SANTANA,PQ. NOVO MUNDO
33452,False,271M,2,10,METRÔ SANTANA,PQ. NOVO MUNDO
704,False,271P,1,10,PÇA DO CORREIO,CANGAÍBA
33472,False,271P,2,10,PÇA DO CORREIO,CANGAÍBA
933,False,2720,1,10,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM
33701,False,2720,2,10,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM
1842,False,2720,1,31,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM
34610,False,2720,2,31,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM
934,False,2721,1,10,METRÔ ITAQUERA,JD. NAZARÉ
33702,False,2721,2,10,METRÔ ITAQUERA,JD. NAZARÉ
935,False,2722,1,10,METRÔ GUILHERMINA/ESPERANÇA,JD. VERONIA
33703,False,2722,2,10,METRÔ GUILHERMINA/ESPERANÇA,JD. VERONIA
936,True,2722,1,31,JD. VERÔNIA,METRÔ GUILHERMINA/ESPERANÇA
33704,True,2722,2,31,JD. VERÔNIA,METRÔ GUILHERMINA/ESPERANÇA
937,False,2723,1,10,METRÔ ITAQUERA,UNIÃO DE VL. NOVA
33705,False,2723,2,10,METRÔ ITAQUERA,UNIÃO DE VL. NOVA
938,True,2724,1,10,CONJ. ARAUCÁRIA,METRÔ ARTUR ALVIM
33706,True,2724,2,10,CONJ. ARAUCÁRIA,METRÔ ARTUR ALVIM
939,True,2725,1,10,JD. SÃO CARLOS,METRÔ ARTUR ALVIM
33707,True,2725,2,10,JD. SÃO CARLOS,METRÔ ARTUR ALVIM
940,False,2726,1,10,METRÔ PENHA,LIMOEIRO
33708,False,2726,2,10,METRÔ PENHA,LIMOEIRO
942,True,2727,1,10,CONJ. A. E. CARVALHO,METRÔ ARTUR ALVIM
33710,True,2727,2,10,CONJ. A. E. CARVALHO,METRÔ ARTUR ALVIM
943,False,2728,1,10,METRÔ PENHA,JD. DO CASTELO
33711,False,2728,2,10,METRÔ PENHA,JD. DO CASTELO
705,True,272N,1,10,PQ. D. PEDRO II,PQ. NOVO MUNDO
33473,True,272N,2,10,PQ. D. PEDRO II,PQ. NOVO MUNDO
945,False,2730,1,10,METRÔ ARTUR ALVIM,VL. JACUI
33713,False,2730,2,10,METRÔ ARTUR ALVIM,VL. JACUI
946,False,2731,1,10,METRÔ ITAQUERA,VL. PROGRESSO
33714,False,2731,2,10,METRÔ ITAQUERA,VL. PROGRESSO
947,True,2732,1,10,VL. REGINA,METRÔ ARTUR ALVIM
33715,True,2732,2,10,VL. REGINA,METRÔ ARTUR ALVIM
948,False,2733,1,10,METRÔ ITAQUERA,PQ. GUARANI
33716,False,2733,2,10,METRÔ ITAQUERA,PQ. GUARANI
1760,False,2734,1,10,METRÔ ITAQUERA,JD. CAMPOS
34528,False,2734,2,10,METRÔ ITAQUERA,JD. CAMPOS
1921,False,2735,1,10,METRÔ PENHA,JD. KERALUX
34689,False,2735,2,10,METRÔ PENHA,JD. KERALUX
514,False,2735,1,21,METRÔ PENHA,JD. SÃO FRANCISCO
33282,False,2735,2,21,METRÔ PENHA,JD. SÃO FRANCISCO
222,False,273D,1,10,METRÔ ARTUR ALVIM,PQ. D. JOÃO NERY
32990,False,273D,2,10,METRÔ ARTUR ALVIM,PQ. D. JOÃO NERY
159,False,273F,1,10,METRÔ ITAQUERA,VL. MARA
32927,False,273F,2,10,METRÔ ITAQUERA,VL. MARA
223,False,273G,1,10,METRÔ ARTUR ALVIM,JD. HELENA
32991,False,273G,2,10,METRÔ ARTUR ALVIM,JD. HELENA
1853,False,273G,1,21,METRÔ ARTUR ALVIM,JD. NOÊMIA
34621,False,273G,2,21,METRÔ ARTUR ALVIM,JD. NOÊMIA
389,False,273J,1,10,METRÔ PENHA,JD. ROMANO
33157,False,273J,2,10,METRÔ PENHA,JD. ROMANO
224,False,273L,1,10,METRÔ ARTUR ALVIM,CPTM JOSÉ BONIFÁCIO
32992,False,273L,2,10,METRÔ ARTUR ALVIM,CPTM JOSÉ BONIFÁCIO
390,False,273N,1,10,METRÔ VL. MATILDE,CID. KEMEL II
33158,False,273N,2,10,METRÔ VL. MATILDE,CID. KEMEL II
391,False,273N,1,41,METRÔ VL. MATILDE,ITAIM PAULISTA
33159,False,273N,2,41,METRÔ VL. MATILDE,ITAIM PAULISTA
226,False,273R,1,10,METRÔ ARTUR ALVIM,JD. ROBRU
32994,False,273R,2,10,METRÔ ARTUR ALVIM,JD. ROBRU
228,False,273R,1,42,METRÔ ITAQUERA,JD. ROBRU
32996,False,273R,2,42,METRÔ ITAQUERA,JD. ROBRU
231,False,273V,1,10,METRÔ PENHA,PARADA XV DE NOVEMBRO
32999,False,273V,2,10,METRÔ PENHA,PARADA XV DE NOVEMBRO
392,False,273X,1,10,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS
33160,False,273X,2,10,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS
1792,True,2740,1,10,METRÔ SANTANA,PEDRA BRANCA
34560,True,2740,2,10,METRÔ SANTANA,PEDRA BRANCA
232,False,274P,1,10,METRÔ VL. MARIANA,PENHA
33000,False,274P,2,10,METRÔ VL. MARIANA,PENHA
233,False,2755,1,10,METRÔ PENHA,GUAIANASES
33001,False,2755,2,10,METRÔ PENHA,GUAIANASES
238,False,2756,1,10,METRÔ PATRIARCA,GUAIANASES
33006,False,2756,2,10,METRÔ PATRIARCA,GUAIANASES
144,False,2762,1,10,METRÔ TATUAPÉ,ERMELINO MATARAZZO
32912,False,2762,2,10,METRÔ TATUAPÉ,ERMELINO MATARAZZO
145,False,2765,1,10,METRÔ TATUAPÉ,VL. CISPER
32913,False,2765,2,10,METRÔ TATUAPÉ,VL. CISPER
405,False,2766,1,10,METRÔ ITAQUERA,JD. CAMARGO VELHO
33173,False,2766,2,10,METRÔ ITAQUERA,JD. CAMARGO VELHO
396,False,2766,1,41,METRÔ ITAQUERA,JD. INDAIÁ
33164,False,2766,2,41,METRÔ ITAQUERA,JD. INDAIÁ
241,False,2767,1,10,METRÔ TATUAPÉ,CID. PEDRO JOSÉ NUNES
33009,False,2767,2,10,METRÔ TATUAPÉ,CID. PEDRO JOSÉ NUNES
397,False,2769,1,10,METRÔ TATUAPÉ,JD. ROMANO
33165,False,2769,2,10,METRÔ TATUAPÉ,JD. ROMANO
243,False,2770,1,10,METRÔ VL. MATILDE,CPTM JOSÉ BONIFÁCIO
33011,False,2770,2,10,METRÔ VL. MATILDE,CPTM JOSÉ BONIFÁCIO
398,False,2772,1,10,METRÔ PENHA,JD. NAZARÉ
33166,False,2772,2,10,METRÔ PENHA,JD. NAZARÉ
399,False,2780,1,10,METRÔ ITAQUERA,JD. CAMARGO NOVO
33167,False,2780,2,10,METRÔ ITAQUERA,JD. CAMARGO NOVO
706,False,278A,1,10,PENHA  ,METRÔ SANTANA
33474,False,278A,2,10,PENHA  ,METRÔ SANTANA
2133,False,297A,1,10,METRÔ BARRA FUNDA,VL. SANTA MARIA
34901,False,297A,2,10,METRÔ BARRA FUNDA,VL. SANTA MARIA
1650,False,3001,1,10,TERM. SÃO MIGUEL,ITAIM PAULISTA
34418,False,3001,2,10,TERM. SÃO MIGUEL,ITAIM PAULISTA
1808,False,3002,1,10,SÃO MIGUEL,JD. MABEL
34576,False,3002,2,10,SÃO MIGUEL,JD. MABEL
1797,True,3003,1,10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO
34565,True,3003,2,10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO
1798,True,3004,1,10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO
34566,True,3004,2,10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO
1865,False,3006,1,10,CPTM GUAIANASES,JD. FANGANIELO
34633,False,3006,2,10,CPTM GUAIANASES,JD. FANGANIELO
2550,False,3006,1,21,CPTM GUAIANASES,ETEC GUAIANASES
35318,False,3006,2,21,CPTM GUAIANASES,ETEC GUAIANASES
2515,False,3008,1,10,CPTM ITAIM PAULISTA,JD. MIRIAM
35283,False,3008,2,10,CPTM ITAIM PAULISTA,JD. MIRIAM
2526,False,3009,1,10,CPTM ITAIM PAULISTA,ITAIM PAULISTA
35294,False,3009,2,10,CPTM ITAIM PAULISTA,ITAIM PAULISTA
2543,False,3010,1,10,TERM. A. E. CARVALHO,CEM. DA SAUDADE
35311,False,3010,2,10,TERM. A. E. CARVALHO,CEM. DA SAUDADE
954,True,3013,1,10,METALÚRGICOS,TERM. CID. TIRADENTES
33722,True,3013,2,10,METALÚRGICOS,TERM. CID. TIRADENTES
2454,True,3015,1,10,JD. MABEL,JD. ROMANO
35222,True,3015,2,10,JD. MABEL,JD. ROMANO
957,True,3019,1,10,VL. PAULISTA I,TERM. CID. TIRADENTES
33725,True,3019,2,10,VL. PAULISTA I,TERM. CID. TIRADENTES
958,False,3020,1,10,SHOP. ARICANDUVA,COHAB JOSÉ BONIFÁCIO 
33726,False,3020,2,10,SHOP. ARICANDUVA,COHAB JOSÉ BONIFÁCIO 
276,False,3021,1,10,TERM. VL PRUDENTE,PQ. BANCÁRIO
33044,False,3021,2,10,TERM. VL PRUDENTE,PQ. BANCÁRIO
960,False,3023,1,10,PQ. SÃO RAFAEL,SHOP. ARICANDUVA
33728,False,3023,2,10,PQ. SÃO RAFAEL,SHOP. ARICANDUVA
277,False,3024,1,10,TERM. VL PRUDENTE,VL. INDUSTRIAL
33045,False,3024,2,10,TERM. VL PRUDENTE,VL. INDUSTRIAL
961,False,3025,1,10,CPTM GUAIANASES,JD. WILMA FLOR
33729,False,3025,2,10,CPTM GUAIANASES,JD. WILMA FLOR
962,False,3026,1,10,CPTM GUAIANASES,VL. IOLANDA II
33730,False,3026,2,10,CPTM GUAIANASES,VL. IOLANDA II
963,False,3027,1,10,SHOP. ARICANDUVA,CPTM GUAIANASES
33731,False,3027,2,10,SHOP. ARICANDUVA,CPTM GUAIANASES
966,False,3029,1,10,METRÔ TATUAPÉ,JD. DAS ROSAS
33734,False,3029,2,10,METRÔ TATUAPÉ,JD. DAS ROSAS
967,False,3031,1,10,METRÔ ITAQUERA,JD. ALTO PAULISTANO
33735,False,3031,2,10,METRÔ ITAQUERA,JD. ALTO PAULISTANO
720,True,3032,1,10,CIRCULAR,TERM. VL. CARRÃO
33488,True,3032,2,10,CIRCULAR,TERM. VL. CARRÃO
971,False,3046,1,10,METRÔ TATUAPÉ,VL. GUARANI
33739,False,3046,2,10,METRÔ TATUAPÉ,VL. GUARANI
2446,False,3051,1,10,TERM. A. E. CARVALHO,ERMELINO MATARAZZO
35214,False,3051,2,10,TERM. A. E. CARVALHO,ERMELINO MATARAZZO
973,False,3053,1,10,METRÔ BELÉM,JD. ITÁPOLIS
33741,False,3053,2,10,METRÔ BELÉM,JD. ITÁPOLIS
975,False,3054,1,10,HOSP. SAPOPEMBA,JD. PALANQUE
33743,False,3054,2,10,HOSP. SAPOPEMBA,JD. PALANQUE
2626,False,3063,1,1,TERM. SÃO MATEUS,GUAIANASES
35394,False,3063,2,1,TERM. SÃO MATEUS,GUAIANASES
253,False,3063,1,10,TERM. SÃO MATEUS,GUAIANASES
33021,False,3063,2,10,TERM. SÃO MATEUS,GUAIANASES
254,False,3063,1,41,TERM. SÃO MATEUS,GUAIANASES
33022,False,3063,2,41,TERM. SÃO MATEUS,GUAIANASES
980,False,3064,1,10,CPTM GUAIANASES,CID. TIRADENTES
33748,False,3064,2,10,CPTM GUAIANASES,CID. TIRADENTES
1933,True,3064,1,41,STA. ETELVINA II B6,TERM. CID. TIRADENTES
34701,True,3064,2,41,STA. ETELVINA II B6,TERM. CID. TIRADENTES
984,False,3069,1,10,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL
33752,False,3069,2,10,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL
2600,False,3069,1,21,TERM. SÃO MATEUS,JD. ALTO ALEGRE
35368,False,3069,2,21,TERM. SÃO MATEUS,JD. ALTO ALEGRE
2114,False,307C,1,10,METRÔ ARTUR ALVIM,CONJ. ENCOSTA NORTE
34882,False,307C,2,10,METRÔ ARTUR ALVIM,CONJ. ENCOSTA NORTE
1078,False,3098,1,10,SHOP. ARICANDUVA,JD. SÃO FRANCISCO
33846,False,3098,2,10,SHOP. ARICANDUVA,JD. SÃO FRANCISCO
1839,True,3098,1,31,JD. ELIZABETH,SÃO MATEUS
34607,True,3098,2,31,JD. ELIZABETH,SÃO MATEUS
1079,False,3099,1,10,JD. DA CONQUISTA,HOSP. SÃO MATEUS
33847,False,3099,2,10,JD. DA CONQUISTA,HOSP. SÃO MATEUS
1080,False,3112,1,10,METRÔ BELÉM,VL. INDUSTRIAL
33848,False,3112,2,10,METRÔ BELÉM,VL. INDUSTRIAL
309,False,311C,1,10,BOM RETIRO,PQ. SÃO LUCAS
33077,False,311C,2,10,BOM RETIRO,PQ. SÃO LUCAS
990,False,312N,1,10,SÃO MIGUEL PAULISTA,TERM. CID. TIRADENTES
33758,False,312N,2,10,SÃO MIGUEL PAULISTA,TERM. CID. TIRADENTES
993,False,3134,1,10,METRÔ TAMANDUATEÍ,SHOP. ARICANDUVA
33761,False,3134,2,10,METRÔ TAMANDUATEÍ,SHOP. ARICANDUVA
995,False,3139,1,10,PÇA. JOÃO MENDES,JD. VL. FORMOSA
33763,False,3139,2,10,PÇA. JOÃO MENDES,JD. VL. FORMOSA
734,False,3141,1,10,TERM. PQ. D. PEDRO II,SÃO MATEUS
33502,False,3141,2,10,TERM. PQ. D. PEDRO II,SÃO MATEUS
310,False,314J,1,10,PÇA. ALMEIDA JR.,PQ. STA. MADALENA
33078,False,314J,2,10,PÇA. ALMEIDA JR.,PQ. STA. MADALENA
311,False,314V,1,10,PÇA. ALMEIDA JR.,VL. EMA
33079,False,314V,2,10,PÇA. ALMEIDA JR.,VL. EMA
125,False,3160,1,10,TERM. PQ. D. PEDRO II,TERM. VL. PRUDENTE
32893,False,3160,2,10,TERM. PQ. D. PEDRO II,TERM. VL. PRUDENTE
1084,False,3161,1,10,TERM. PQ. D. PEDRO II,JD. COLORADO
33852,False,3161,2,10,TERM. PQ. D. PEDRO II,JD. COLORADO
2112,True,3206,1,10,CONJ. CHAPARRAL,METRÔ PENHA
34880,True,3206,2,10,CONJ. CHAPARRAL,METRÔ PENHA
1618,False,3301,1,10,TERM. PQ. D. PEDRO II,TERM. SÃO MIGUEL
34386,False,3301,2,10,TERM. PQ. D. PEDRO II,TERM. SÃO MIGUEL
738,False,3390,1,10,TERM. PQ. D. PEDRO II,SÃO MATEUS
33506,False,3390,2,10,TERM. PQ. D. PEDRO II,SÃO MATEUS
746,False,3414,1,10,TERM. PQ. D. PEDRO II,VL. DALILA
33514,False,3414,2,10,TERM. PQ. D. PEDRO II,VL. DALILA
1002,False,342C,1,10,PENHA,JD. MARÍLIA
33770,False,342C,2,10,PENHA,JD. MARÍLIA
747,False,342M,1,10,TERM. PENHA,TERM. SÃO MATEUS
33515,False,342M,2,10,TERM. PENHA,TERM. SÃO MATEUS
1003,True,342N,1,10,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK
33771,True,342N,2,10,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK
402,False,3459,1,10,TERM. PQ. D. PEDRO II,ITAIM PAULISTA
33170,False,3459,2,10,TERM. PQ. D. PEDRO II,ITAIM PAULISTA
403,False,3459,1,21,TERM. PQ. D. PEDRO II,CEM. DA SAUDADE
33171,False,3459,2,21,TERM. PQ. D. PEDRO II,CEM. DA SAUDADE
404,False,3459,1,23,ITAIM PAULISTA,METRÔ BRESSER
33172,False,3459,2,23,ITAIM PAULISTA,METRÔ BRESSER
1727,False,3459,1,24,TERM. PQ. D. PEDRO II,ITAIM PAULISTA
34495,False,3459,2,24,TERM. PQ. D. PEDRO II,ITAIM PAULISTA
247,False,3462,1,10,METRÔ TATUAPÉ,VL. SANTANA
33015,False,3462,2,10,METRÔ TATUAPÉ,VL. SANTANA
248,False,3462,1,41,METRÔ TATUAPÉ,JD. VL. NOVA
33016,False,3462,2,41,METRÔ TATUAPÉ,JD. VL. NOVA
687,False,351F,1,10,TERM. VL. CARRÃO,JAÇANÃ
33455,False,351F,2,10,TERM. VL. CARRÃO,JAÇANÃ
164,False,352A,1,10,TERM. SÃO MATEUS,JD. HELENA
32932,False,352A,2,10,TERM. SÃO MATEUS,JD. HELENA
748,False,3539,1,10,METRÔ BRESSER,CID. TIRADENTES
33516,False,3539,2,10,METRÔ BRESSER,CID. TIRADENTES
1619,False,354M,1,10,TERM. SÃO MATEUS,TERM. SÃO MIGUEL
34387,False,354M,2,10,TERM. SÃO MATEUS,TERM. SÃO MIGUEL
1246,False,364A,1,10,SHOP. ARICANDUVA,HOSP. IPIRANGA
34014,False,364A,2,10,SHOP. ARICANDUVA,HOSP. IPIRANGA
166,False,3686,1,10,TERM. PQ. D. PEDRO II,JD. SÃO PAULO
32934,False,3686,2,10,TERM. PQ. D. PEDRO II,JD. SÃO PAULO
2504,False,3686,1,21,METRÔ VL. MATILDE,JD. SÃO PAULO
35272,False,3686,2,21,METRÔ VL. MATILDE,JD. SÃO PAULO
1009,False,3712,1,10,METRÔ ITAQUERA,JD. SÃO JOÃO
33777,False,3712,2,10,METRÔ ITAQUERA,JD. SÃO JOÃO
2505,False,3712,1,51,METRÔ ITAQUERA,VL. COSMOPOLITA
35273,False,3712,2,51,METRÔ ITAQUERA,VL. COSMOPOLITA
1013,True,3718,1,10,NOVA AMERICA,METRÔ ARTUR ALVIM
33781,True,3718,2,10,NOVA AMERICA,METRÔ ARTUR ALVIM
1019,False,3721,1,10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA
33787,False,3721,2,10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA
1693,False,3721,1,41,METRÔ ITAQUERA,SHOP. ARICANDUVA
34461,False,3721,2,41,METRÔ ITAQUERA,SHOP. ARICANDUVA
1020,True,3722,1,10,METRÔ ITAQUERA,COHAB JOSÉ BONIFÁCIO
33788,True,3722,2,10,METRÔ ITAQUERA,COHAB JOSÉ BONIFÁCIO
1022,True,3725,1,10,VL. DALILA,METRÔ VL. MATILDE
33790,True,3725,2,10,VL. DALILA,METRÔ VL. MATILDE
1531,True,3725,1,41,VL. ARICANDUVA,METRÔ VL. MATILDE
34299,True,3725,2,41,VL. ARICANDUVA,METRÔ VL. MATILDE
1025,True,3728,1,10,PQ. SAVOY CITY,METRÔ ARTUR ALVIM
33793,True,3728,2,10,PQ. SAVOY CITY,METRÔ ARTUR ALVIM
1988,True,3728,1,41,PQ. NOVA SAVOY,METRÔ ARTUR ALVIM
34756,True,3728,2,41,PQ. NOVA SAVOY,METRÔ ARTUR ALVIM
1026,False,3729,1,10,METRÔ CARRÃO,SHOP. ARICANDUVA
33794,False,3729,2,10,METRÔ CARRÃO,SHOP. ARICANDUVA
1015,False,372F,1,10,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU
33783,False,372F,2,10,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU
1016,False,372U,1,10,METRÔ TATUAPÉ,VL. STA. ISABEL
33784,False,372U,2,10,METRÔ TATUAPÉ,VL. STA. ISABEL
1028,False,3731,1,10,METRÔ VL. MATILDE,SHOP. ARICANDUVA
33796,False,3731,2,10,METRÔ VL. MATILDE,SHOP. ARICANDUVA
1029,False,3732,1,10,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO
33797,False,3732,2,10,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO
1034,False,3734,1,10,METRÔ ARTUR ALVIM,CID. LIDER
33802,False,3734,2,10,METRÔ ARTUR ALVIM,CID. LIDER
1035,True,3735,1,10,JD. SÃO JOÃO ,METRÔ ARTUR ALVIM
33803,True,3735,2,10,JD. SÃO JOÃO ,METRÔ ARTUR ALVIM
1705,True,3735,1,21,JD. SÃO JOÃO ,METRÔ ARTUR ALVIM
34473,True,3735,2,21,JD. SÃO JOÃO ,METRÔ ARTUR ALVIM
1920,True,3735,1,41,JD. SÃO JOSÉ,METRÔ ARTUR ALVIM
34688,True,3735,2,41,JD. SÃO JOSÉ,METRÔ ARTUR ALVIM
1036,False,3736,1,10,METRÔ ARTUR ALVIM,JD. NSA. SRA. DO CARMO
33804,False,3736,2,10,METRÔ ARTUR ALVIM,JD. NSA. SRA. DO CARMO
1037,False,3737,1,10,METRÔ GUILHERMINA/ESPERANÇA,SHOP. ARICANDUVA
33805,False,3737,2,10,METRÔ GUILHERMINA/ESPERANÇA,SHOP. ARICANDUVA
1354,True,3737,1,31,CIRCULAR,METRÔ GUILHERMINA/ESPERANÇA 
34122,True,3737,2,31,CIRCULAR,METRÔ GUILHERMINA/ESPERANÇA 
1038,False,3738,1,10,METRÔ ITAQUERA,COHAB JUSCELINO
33806,False,3738,2,10,METRÔ ITAQUERA,COHAB JUSCELINO
1039,False,3739,1,10,METRÔ ITAQUERA,RECANTO VERDE SOL
33807,False,3739,2,10,METRÔ ITAQUERA,RECANTO VERDE SOL
1027,False,373L,1,10,METRÔ ITAQUERA,JD. LIMOEIRO
33795,False,373L,2,10,METRÔ ITAQUERA,JD. LIMOEIRO
281,False,373M,1,10,SHOP. METRÔ TATUAPÉ,JD. GUAIRACÁ
33049,False,373M,2,10,SHOP. METRÔ TATUAPÉ,JD. GUAIRACÁ
1091,False,373T,1,10,METRÔ BRESSER,JD. ITÁPOLIS
33859,False,373T,2,10,METRÔ BRESSER,JD. ITÁPOLIS
1041,False,3741,1,10,METRÔ ITAQUERA,CPTM D. BOSCO
33809,False,3741,2,10,METRÔ ITAQUERA,CPTM D. BOSCO
1042,False,3742,1,10,METRÔ ITAQUERA,JD. LARANJEIRA
33810,False,3742,2,10,METRÔ ITAQUERA,JD. LARANJEIRA
1043,False,3743,1,10,METRÔ ITAQUERA,SÃO MATEUS
33811,False,3743,2,10,METRÔ ITAQUERA,SÃO MATEUS
1044,False,3745,1,10,METRÔ TATUAPÉ,JD. IMPERADOR
33812,False,3745,2,10,METRÔ TATUAPÉ,JD. IMPERADOR
283,False,3746,1,10,METRÔ BELÉM,JD. IMPERADOR
33051,False,3746,2,10,METRÔ BELÉM,JD. IMPERADOR
2097,False,3746,1,31,METRÔ BELÉM,JD. IMPERADOR
34865,False,3746,2,31,METRÔ BELÉM,JD. IMPERADOR
1965,False,374M,1,10,METRÔ ITAQUERA,CPTM ERMELINO MATARAZZO
34733,False,374M,2,10,METRÔ ITAQUERA,CPTM ERMELINO MATARAZZO
1647,False,374V,1,10,METRÔ ITAQUERA,JD. SANTANA
34415,False,374V,2,10,METRÔ ITAQUERA,JD. SANTANA
1047,False,3751,1,10,METRÔ ITAQUERA,COHAB PRESTES MAIA
33815,False,3751,2,10,METRÔ ITAQUERA,COHAB PRESTES MAIA
1049,False,3754,1,10,METRÔ ITAQUERA,INÁCIO MONTEIRO
33817,False,3754,2,10,METRÔ ITAQUERA,INÁCIO MONTEIRO
1050,False,3756,1,10,METRÔ ITAQUERA ,BARRO BRANCO
33818,False,3756,2,10,METRÔ ITAQUERA ,BARRO BRANCO
1051,False,3761,1,10,METRÔ CARRÃO,3A. DIVISÃO
33819,False,3761,2,10,METRÔ CARRÃO,3A. DIVISÃO
